date,d,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
2012-01-28,d_365,2012_04,Saturday,6,1,2012,,,,,0,0,0
2012-01-29,d_366,2012_04,Sunday,7,1,2012,,,,,0,0,0
2012-01-30,d_367,2012_05,Monday,1,1,2012,,,,,0,0,0
2012-01-31,d_368,2012_05,Tuesday,2,1,2012,,,,,0,0,0
2012-02-01,d_369,2012_05,Wednesday,3,2,2012,,,,,0,0,0
2012-02-02,d_370,2012_05,Thursday,4,2,2012,,,,,0,0,0
2012-02-03,d_371,2012_05,Friday,5,2,2012,,,,,0,0,0
2012-02-04,d_372,2012_05,Saturday,6,2,2012,,,,,0,0,0
2012-02-05,d_373,2012_05,Sunday,7,2,2012,,,,,0,0,0
2012-02-06,d_374,2012_06,Monday,1,2,2012,,,,,0,0,0
2012-02-07,d_375,2012_06,Tuesday,2,2,2012,,,,,0,0,0
2012-02-08,d_376,2012_06,Wednesday,3,2,2012,,,,,0,0,0
2012-02-09,d_377,2012_06,Thursday,4,2,2012,,,,,0,0,0
2012-02-10,d_378,2012_06,Friday,5,2,2012,,,,,0,0,0
2012-02-11,d_379,2012_06,Saturday,6,2,2012,,,,,0,0,0
2012-02-12,d_380,2012_06,Sunday,7,2,2012,,,,,0,0,0
2012-02-13,d_381,2012_07,Monday,1,2,2012,,,,,0,0,0
2012-02-14,d_382,2012_07,Tuesday,2,2,2012,,,,,0,0,0
2012-02-15,d_383,2012_07,Wednesday,3,2,2012,,,,,0,0,0
2012-02-16,d_384,2012_07,Thursday,4,2,2012,,,,,0,0,0
2012-02-17,d_385,2012_07,Friday,5,2,2012,,,,,0,0,0
2012-02-18,d_386,2012_07,Saturday,6,2,2012,,,,,0,0,0
2012-02-19,d_387,2012_07,Sunday,7,2,2012,,,,,0,0,0
2012-02-20,d_388,2012_08,Monday,1,2,2012,,,,,0,0,0
2012-02-21,d_389,2012_08,Tuesday,2,2,2012,,,,,0,0,0
2012-02-22,d_390,2012_08,Wednesday,3,2,2012,,,,,0,0,0
2012-02-23,d_391,2012_08,Thursday,4,2,2012,,,,,0,0,0
2012-02-24,d_392,2012_08,Friday,5,2,2012,,,,,0,0,0
2012-02-25,d_393,2012_08,Saturday,6,2,2012,,,,,0,0,0
2012-02-26,d_394,2012_08,Sunday,7,2,2012,,,,,0,0,0
2012-02-27,d_395,2012_09,Monday,1,2,2012,,,,,0,0,0
2012-02-28,d_396,2012_09,Tuesday,2,2,2012,,,,,0,0,0
2012-02-29,d_397,2012_09,Wednesday,3,2,2012,,,,,0,0,0
2012-03-01,d_398,2012_09,Thursday,4,3,2012,,,,,0,0,0
2012-03-02,d_399,2012_09,Friday,5,3,2012,,,,,0,0,0
2012-03-03,d_400,2012_09,Saturday,6,3,2012,,,,,0,0,0
2012-03-04,d_401,2012_09,Sunday,7,3,2012,,,,,0,0,0
2012-03-05,d_402,2012_10,Monday,1,3,2012,,,,,0,0,0
2012-03-06,d_403,2012_10,Tuesday,2,3,2012,,,,,0,0,0
2012-03-07,d_404,2012_10,Wednesday,3,3,2012,,,,,0,0,0
2012-03-08,d_405,2012_10,Thursday,4,3,2012,,,,,0,0,0
2012-03-09,d_406,2012_10,Friday,5,3,2012,,,,,0,0,0
2012-03-10,d_407,2012_10,Saturday,6,3,2012,,,,,0,0,0
2012-03-11,d_408,2012_10,Sunday,7,3,2012,,,,,0,0,0
2012-03-12,d_409,2012_11,Monday,1,3,2012,,,,,0,0,0
2012-03-13,d_410,2012_11,Tuesday,2,3,2012,,,,,0,0,0
2012-03-14,d_411,2012_11,Wednesday,3,3,2012,,,,,0,0,0
2012-03-15,d_412,2012_11,Thursday,4,3,2012,,,,,0,0,0
2012-03-16,d_413,2012_11,Friday,5,3,2012,,,,,0,0,0
2012-03-17,d_414,2012_11,Saturday,6,3,2012,,,,,0,0,0
2012-03-18,d_415,2012_11,Sunday,7,3,2012,,,,,0,0,0
2012-03-19,d_416,2012_12,Monday,1,3,2012,,,,,0,0,0
2012-03-20,d_417,2012_12,Tuesday,2,3,2012,,,,,0,0,0
2012-03-21,d_418,2012_12,Wednesday,3,3,2012,,,,,0,0,0
2012-03-22,d_419,2012_12,Thursday,4,3,2012,,,,,0,0,0
2012-03-23,d_420,2012_12,Friday,5,3,2012,,,,,0,0,0
2012-03-24,d_421,2012_12,Saturday,6,3,2012,,,,,0,0,0
2012-03-25,d_422,2012_12,Sunday,7,3,2012,,,,,0,0,0
2012-03-26,d_423,2012_13,Monday,1,3,2012,,,,,0,0,0
2012-03-27,d_424,2012_13,Tuesday,2,3,2012,,,,,0,0,0
2012-03-28,d_425,2012_13,Wednesday,3,3,2012,,,,,0,0,0
2012-03-29,d_426,2012_13,Thursday,4,3,2012,,,,,0,0,0
2012-03-30,d_427,2012_13,Friday,5,3,2012,,,,,0,0,0
2012-03-31,d_428,2012_13,Saturday,6,3,2012,,,,,0,0,0
2012-04-01,d_429,2012_13,Sunday,7,4,2012,,,,,0,0,0
2012-04-02,d_430,2012_14,Monday,1,4,2012,,,,,0,0,0
2012-04-03,d_431,2012_14,Tuesday,2,4,2012,,,,,0,0,0
2012-04-04,d_432,2012_14,Wednesday,3,4,2012,,,,,0,0,0
2012-04-05,d_433,2012_14,Thursday,4,4,2012,,,,,0,0,0
2012-04-06,d_434,2012_14,Friday,5,4,2012,,,,,0,0,0
2012-04-07,d_435,2012_14,Saturday,6,4,2012,,,,,0,0,0
2012-04-08,d_436,2012_14,Sunday,7,4,2012,,,,,0,0,0
2012-04-09,d_437,2012_15,Monday,1,4,2012,,,,,0,0,0
2012-04-10,d_438,2012_15,Tuesday,2,4,2012,,,,,0,0,0
2012-04-11,d_439,2012_15,Wednesday,3,4,2012,,,,,0,0,0
2012-04-12,d_440,2012_15,Thursday,4,4,2012,,,,,0,0,0
2012-04-13,d_441,2012_15,Friday,5,4,2012,,,,,0,0,0
2012-04-14,d_442,2012_15,Saturday,6,4,2012,,,,,0,0,0
2012-04-15,d_443,2012_15,Sunday,7,4,2012,,,,,0,0,0
2012-04-16,d_444,2012_16,Monday,1,4,2012,,,,,0,0,0
2012-04-17,d_445,2012_16,Tuesday,2,4,2012,,,,,0,0,0
2012-04-18,d_446,2012_16,Wednesday,3,4,2012,,,,,0,0,0
2012-04-19,d_447,2012_16,Thursday,4,4,2012,,,,,0,0,0
2012-04-20,d_448,2012_16,Friday,5,4,2012,,,,,0,0,0
2012-04-21,d_449,2012_16,Saturday,6,4,2012,,,,,0,0,0
2012-04-22,d_450,2012_16,Sunday,7,4,2012,,,,,0,0,0
2012-04-23,d_451,2012_17,Monday,1,4,2012,,,,,0,0,0
2012-04-24,d_452,2012_17,Tuesday,2,4,2012,,,,,0,0,0
2012-04-25,d_453,2012_17,Wednesday,3,4,2012,,,,,0,0,0
2012-04-26,d_454,2012_17,Thursday,4,4,2012,,,,,0,0,0
2012-04-27,d_455,2012_17,Friday,5,4,2012,,,,,0,0,0
2012-04-28,d_456,2012_17,Saturday,6,4,2012,,,,,0,0,0
2012-04-29,d_457,2012_17,Sunday,7,4,2012,,,,,0,0,0
2012-04-30,d_458,2012_18,Monday,1,4,2012,,,,,0,0,0
2012-05-01,d_459,2012_18,Tuesday,2,5,2012,,,,,0,0,0
2012-05-02,d_460,2012_18,Wednesday,3,5,2012,,,,,0,0,0
2012-05-03,d_461,2012_18,Thursday,4,5,2012,,,,,0,0,0
2012-05-04,d_462,2012_18,Friday,5,5,2012,,,,,0,0,0
2012-05-05,d_463,2012_18,Saturday,6,5,2012,,,,,0,0,0
2012-05-06,d_464,2012_18,Sunday,7,5,2012,,,,,0,0,0
2012-05-07,d_465,2012_19,Monday,1,5,2012,,,,,0,0,0
2012-05-08,d_466,2012_19,Tuesday,2,5,2012,,,,,0,0,0
2012-05-09,d_467,2012_19,Wednesday,3,5,2012,,,,,0,0,0
2012-05-10,d_468,2012_19,Thursday,4,5,2012,,,,,0,0,0
2012-05-11,d_469,2012_19,Friday,5,5,2012,,,,,0,0,0
2012-05-12,d_470,2012_19,Saturday,6,5,2012,,,,,0,0,0
2012-05-13,d_471,2012_19,Sunday,7,5,2012,,,,,0,0,0
2012-05-14,d_472,2012_20,Monday,1,5,2012,,,,,0,0,0
2012-05-15,d_473,2012_20,Tuesday,2,5,2012,,,,,0,0,0
2012-05-16,d_474,2012_20,Wednesday,3,5,2012,,,,,0,0,0
2012-05-17,d_475,2012_20,Thursday,4,5,2012,,,,,0,0,0
2012-05-18,d_476,2012_20,Friday,5,5,2012,,,,,0,0,0
2012-05-19,d_477,2012_20,Saturday,6,5,2012,,,,,0,0,0
2012-05-20,d_478,2012_20,Sunday,7,5,2012,,,,,0,0,0
2012-05-21,d_479,2012_21,Monday,1,5,2012,,,,,0,0,0
2012-05-22,d_480,2012_21,Tuesday,2,5,2012,,,,,0,0,0
2012-05-23,d_481,2012_21,Wednesday,3,5,2012,,,,,0,0,0
2012-05-24,d_482,2012_21,Thursday,4,5,2012,,,,,0,0,0
2012-05-25,d_483,2012_21,Friday,5,5,2012,,,,,0,0,0
2012-05-26,d_484,2012_21,Saturday,6,5,2012,,,,,0,0,0
2012-05-27,d_485,2012_21,Sunday,7,5,2012,,,,,0,0,0
2012-05-28,d_486,2012_22,Monday,1,5,2012,,,,,0,0,0
2012-05-29,d_487,2012_22,Tuesday,2,5,2012,,,,,0,0,0
2012-05-30,d_488,2012_22,Wednesday,3,5,2012,,,,,0,0,0
2012-05-31,d_489,2012_22,Thursday,4,5,2012,,,,,0,0,0
2012-06-01,d_490,2012_22,Friday,5,6,2012,,,,,0,0,0
2012-06-02,d_491,2012_22,Saturday,6,6,2012,,,,,0,0,0
2012-06-03,d_492,2012_22,Sunday,7,6,2012,,,,,0,0,0
2012-06-04,d_493,2012_23,Monday,1,6,2012,,,,,0,0,0
2012-06-05,d_494,2012_23,Tuesday,2,6,2012,,,,,0,0,0
2012-06-06,d_495,2012_23,Wednesday,3,6,2012,,,,,0,0,0
2012-06-07,d_496,2012_23,Thursday,4,6,2012,,,,,0,0,0
2012-06-08,d_497,2012_23,Friday,5,6,2012,,,,,0,0,0
2012-06-09,d_498,2012_23,Saturday,6,6,2012,,,,,0,0,0
2012-06-10,d_499,2012_23,Sunday,7,6,2012,,,,,0,0,0
2012-06-11,d_500,2012_24,Monday,1,6,2012,,,,,0,0,0
2012-06-12,d_501,2012_24,Tuesday,2,6,2012,,,,,0,0,0
2012-06-13,d_502,2012_24,Wednesday,3,6,2012,,,,,0,0,0
2012-06-14,d_503,2012_24,Thursday,4,6,2012,,,,,0,0,0
2012-06-15,d_504,2012_24,Friday,5,6,2012,,,,,0,0,0
2012-06-16,d_505,2012_24,Saturday,6,6,2012,,,,,0,0,0
2012-06-17,d_506,2012_24,Sunday,7,6,2012,,,,,0,0,0
2012-06-18,d_507,2012_25,Monday,1,6,2012,,,,,0,0,0
2012-06-19,d_508,2012_25,Tuesday,2,6,2012,,,,,0,0,0
2012-06-20,d_509,2012_25,Wednesday,3,6,2012,,,,,0,0,0
2012-06-21,d_510,2012_25,Thursday,4,6,2012,,,,,0,0,0
2012-06-22,d_511,2012_25,Friday,5,6,2012,,,,,0,0,0
2012-06-23,d_512,2012_25,Saturday,6,6,2012,,,,,0,0,0
2012-06-24,d_513,2012_25,Sunday,7,6,2012,,,,,0,0,0
2012-06-25,d_514,2012_26,Monday,1,6,2012,,,,,0,0,0
2012-06-26,d_515,2012_26,Tuesday,2,6,2012,,,,,0,0,0
2012-06-27,d_516,2012_26,Wednesday,3,6,2012,,,,,0,0,0
2012-06-28,d_517,2012_26,Thursday,4,6,2012,,,,,0,0,0
2012-06-29,d_518,2012_26,Friday,5,6,2012,,,,,0,0,0
2012-06-30,d_519,2012_26,Saturday,6,6,2012,,,,,0,0,0
2012-07-01,d_520,2012_26,Sunday,7,7,2012,,,,,0,0,0
2012-07-02,d_521,2012_27,Monday,1,7,2012,,,,,0,0,0
2012-07-03,d_522,2012_27,Tuesday,2,7,2012,,,,,0,0,0
2012-07-04,d_523,2012_27,Wednesday,3,7,2012,,,,,0,0,0
2012-07-05,d_524,2012_27,Thursday,4,7,2012,,,,,0,0,0
2012-07-06,d_525,2012_27,Friday,5,7,2012,,,,,0,0,0
2012-07-07,d_526,2012_27,Saturday,6,7,2012,,,,,0,0,0
2012-07-08,d_527,2012_27,Sunday,7,7,2012,,,,,0,0,0
2012-07-09,d_528,2012_28,Monday,1,7,2012,,,,,0,0,0
2012-07-10,d_529,2012_28,Tuesday,2,7,2012,,,,,0,0,0
2012-07-11,d_530,2012_28,Wednesday,3,7,2012,,,,,0,0,0
2012-07-12,d_531,2012_28,Thursday,4,7,2012,,,,,0,0,0
2012-07-13,d_532,2012_28,Friday,5,7,2012,,,,,0,0,0
2012-07-14,d_533,2012_28,Saturday,6,7,2012,,,,,0,0,0
2012-07-15,d_534,2012_28,Sunday,7,7,2012,,,,,0,0,0
2012-07-16,d_535,2012_29,Monday,1,7,2012,,,,,0,0,0
2012-07-17,d_536,2012_29,Tuesday,2,7,2012,,,,,0,0,0
2012-07-18,d_537,2012_29,Wednesday,3,7,2012,,,,,0,0,0
2012-07-19,d_538,2012_29,Thursday,4,7,2012,,,,,0,0,0
2012-07-20,d_539,2012_29,Friday,5,7,2012,,,,,0,0,0
2012-07-21,d_540,2012_29,Saturday,6,7,2012,,,,,0,0,0
2012-07-22,d_541,2012_29,Sunday,7,7,2012,,,,,0,0,0
2012-07-23,d_542,2012_30,Monday,1,7,2012,,,,,0,0,0
2012-07-24,d_543,2012_30,Tuesday,2,7,2012,,,,,0,0,0
2012-07-25,d_544,2012_30,Wednesday,3,7,2012,,,,,0,0,0
2012-07-26,d_545,2012_30,Thursday,4,7,2012,,,,,0,0,0
2012-07-27,d_546,2012_30,Friday,5,7,2012,,,,,0,0,0
2012-07-28,d_547,2012_30,Saturday,6,7,2012,,,,,0,0,0
2012-07-29,d_548,2012_30,Sunday,7,7,2012,,,,,0,0,0
2012-07-30,d_549,2012_31,Monday,1,7,2012,,,,,0,0,0
2012-07-31,d_550,2012_31,Tuesday,2,7,2012,,,,,0,0,0
2012-08-01,d_551,2012_31,Wednesday,3,8,2012,,,,,0,0,0
2012-08-02,d_552,2012_31,Thursday,4,8,2012,,,,,0,0,0
2012-08-03,d_553,2012_31,Friday,5,8,2012,,,,,0,0,0
2012-08-04,d_554,2012_31,Saturday,6,8,2012,,,,,0,0,0
2012-08-05,d_555,2012_31,Sunday,7,8,2012,,,,,0,0,0
2012-08-06,d_556,2012_32,Monday,1,8,2012,,,,,0,0,0
2012-08-07,d_557,2012_32,Tuesday,2,8,2012,,,,,0,0,0
2012-08-08,d_558,2012_32,Wednesday,3,8,2012,,,,,0,0,0
2012-08-09,d_559,2012_32,Thursday,4,8,2012,,,,,0,0,0
2012-08-10,d_560,2012_32,Friday,5,8,2012,,,,,0,0,0
2012-08-11,d_561,2012_32,Saturday,6,8,2012,,,,,0,0,0
2012-08-12,d_562,2012_32,Sunday,7,8,2012,,,,,0,0,0
2012-08-13,d_563,2012_33,Monday,1,8,2012,,,,,0,0,0
2012-08-14,d_564,2012_33,Tuesday,2,8,2012,,,,,0,0,0
2012-08-15,d_565,2012_33,Wednesday,3,8,2012,,,,,0,0,0
2012-08-16,d_566,2012_33,Thursday,4,8,2012,,,,,0,0,0
2012-08-17,d_567,2012_33,Friday,5,8,2012,,,,,0,0,0
2012-08-18,d_568,2012_33,Saturday,6,8,2012,,,,,0,0,0
2012-08-19,d_569,2012_33,Sunday,7,8,2012,,,,,0,0,0
2012-08-20,d_570,2012_34,Monday,1,8,2012,,,,,0,0,0
2012-08-21,d_571,2012_34,Tuesday,2,8,2012,,,,,0,0,0
2012-08-22,d_572,2012_34,Wednesday,3,8,2012,,,,,0,0,0
2012-08-23,d_573,2012_34,Thursday,4,8,2012,,,,,0,0,0
2012-08-24,d_574,2012_34,Friday,5,8,2012,,,,,0,0,0
2012-08-25,d_575,2012_34,Saturday,6,8,2012,,,,,0,0,0
2012-08-26,d_576,2012_34,Sunday,7,8,2012,,,,,0,0,0
2012-08-27,d_577,2012_35,Monday,1,8,2012,,,,,0,0,0
2012-08-28,d_578,2012_35,Tuesday,2,8,2012,,,,,0,0,0
2012-08-29,d_579,2012_35,Wednesday,3,8,2012,,,,,0,0,0
2012-08-30,d_580,2012_35,Thursday,4,8,2012,,,,,0,0,0
2012-08-31,d_581,2012_35,Friday,5,8,2012,,,,,0,0,0
2012-09-01,d_582,2012_35,Saturday,6,9,2012,,,,,0,0,0
2012-09-02,d_583,2012_35,Sunday,7,9,2012,,,,,0,0,0
2012-09-03,d_584,2012_36,Monday,1,9,2012,,,,,0,0,0
2012-09-04,d_585,2012_36,Tuesday,2,9,2012,,,,,0,0,0
2012-09-05,d_586,2012_36,Wednesday,3,9,2012,,,,,0,0,0
2012-09-06,d_587,2012_36,Thursday,4,9,2012,,,,,0,0,0
2012-09-07,d_588,2012_36,Friday,5,9,2012,,,,,0,0,0
2012-09-08,d_589,2012_36,Saturday,6,9,2012,,,,,0,0,0
2012-09-09,d_590,2012_36,Sunday,7,9,2012,,,,,0,0,0
2012-09-10,d_591,2012_37,Monday,1,9,2012,,,,,0,0,0
2012-09-11,d_592,2012_37,Tuesday,2,9,2012,,,,,0,0,0
2012-09-12,d_593,2012_37,Wednesday,3,9,2012,,,,,0,0,0
2012-09-13,d_594,2012_37,Thursday,4,9,2012,,,,,0,0,0
2012-09-14,d_595,2012_37,Friday,5,9,2012,,,,,0,0,0
2012-09-15,d_596,2012_37,Saturday,6,9,2012,,,,,0,0,0
2012-09-16,d_597,2012_37,Sunday,7,9,2012,,,,,0,0,0
2012-09-17,d_598,2012_38,Monday,1,9,2012,,,,,0,0,0
2012-09-18,d_599,2012_38,Tuesday,2,9,2012,,,,,0,0,0
2012-09-19,d_600,2012_38,Wednesday,3,9,2012,,,,,0,0,0
2012-09-20,d_601,2012_38,Thursday,4,9,2012,,,,,0,0,0
2012-09-21,d_602,2012_38,Friday,5,9,2012,,,,,0,0,0
2012-09-22,d_603,2012_38,Saturday,6,9,2012,,,,,0,0,0
2012-09-23,d_604,2012_38,Sunday,7,9,2012,,,,,0,0,0
2012-09-24,d_605,2012_39,Monday,1,9,2012,,,,,0,0,0
2012-09-25,d_606,2012_39,Tuesday,2,9,2012,,,,,0,0,0
2012-09-26,d_607,2012_39,Wednesday,3,9,2012,,,,,0,0,0
2012-09-27,d_608,2012_39,Thursday,4,9,2012,,,,,0,0,0
2012-09-28,d_609,2012_39,Friday,5,9,2012,,,,,0,0,0
2012-09-29,d_610,2012_39,Saturday,6,9,2012,,,,,0,0,0
2012-09-30,d_611,2012_39,Sunday,7,9,2012,,,,,0,0,0
2012-10-01,d_612,2012_40,Monday,1,10,2012,,,,,0,0,0
2012-10-02,d_613,2012_40,Tuesday,2,10,2012,,,,,0,0,0
2012-10-03,d_614,2012_40,Wednesday,3,10,2012,,,,,0,0,0
2012-10-04,d_615,2012_40,Thursday,4,10,2012,,,,,0,0,0
2012-10-05,d_616,2012_40,Friday,5,10,2012,,,,,0,0,0
2012-10-06,d_617,2012_40,Saturday,6,10,2012,,,,,0,0,0
2012-10-07,d_618,2012_40,Sunday,7,10,2012,,,,,0,0,0
2012-10-08,d_619,2012_41,Monday,1,10,2012,,,,,0,0,0
2012-10-09,d_620,2012_41,Tuesday,2,10,2012,,,,,0,0,0
2012-10-10,d_621,2012_41,Wednesday,3,10,2012,,,,,0,0,0
2012-10-11,d_622,2012_41,Thursday,4,10,2012,,,,,0,0,0
2012-10-12,d_623,2012_41,Friday,5,10,2012,,,,,0,0,0
2012-10-13,d_624,2012_41,Saturday,6,10,2012,,,,,0,0,0
2012-10-14,d_625,2012_41,Sunday,7,10,2012,,,,,0,0,0
2012-10-15,d_626,2012_42,Monday,1,10,2012,,,,,0,0,0
2012-10-16,d_627,2012_42,Tuesday,2,10,2012,,,,,0,0,0
2012-10-17,d_628,2012_42,Wednesday,3,10,2012,,,,,0,0,0
2012-10-18,d_629,2012_42,Thursday,4,10,2012,,,,,0,0,0
2012-10-19,d_630,2012_42,Friday,5,10,2012,,,,,0,0,0
2012-10-20,d_631,2012_42,Saturday,6,10,2012,,,,,0,0,0
2012-10-21,d_632,2012_42,Sunday,7,10,2012,,,,,0,0,0
2012-10-22,d_633,2012_43,Monday,1,10,2012,,,,,0,0,0
2012-10-23,d_634,2012_43,Tuesday,2,10,2012,,,,,0,0,0
2012-10-24,d_635,2012_43,Wednesday,3,10,2012,,,,,0,0,0
2012-10-25,d_636,2012_43,Thursday,4,10,2012,,,,,0,0,0
2012-10-26,d_637,2012_43,Friday,5,10,2012,,,,,0,0,0
2012-10-27,d_638,2012_43,Saturday,6,10,2012,,,,,0,0,0
2012-10-28,d_639,2012_43,Sunday,7,10,2012,,,,,0,0,0
2012-10-29,d_640,2012_44,Monday,1,10,2012,,,,,0,0,0
2012-10-30,d_641,2012_44,Tuesday,2,10,2012,,,,,0,0,0
2012-10-31,d_642,2012_44,Wednesday,3,10,2012,,,,,0,0,0
2012-11-01,d_643,2012_44,Thursday,4,11,2012,,,,,0,0,0
2012-11-02,d_644,2012_44,Friday,5,11,2012,,,,,0,0,0
2012-11-03,d_645,2012_44,Saturday,6,11,2012,,,,,0,0,0
2012-11-04,d_646,2012_44,Sunday,7,11,2012,,,,,0,0,0
2012-11-05,d_647,2012_45,Monday,1,11,2012,,,,,0,0,0
2012-11-06,d_648,2012_45,Tuesday,2,11,2012,,,,,0,0,0
2012-11-07,d_649,2012_45,Wednesday,3,11,2012,,,,,0,0,0
2012-11-08,d_650,2012_45,Thursday,4,11,2012,,,,,0,0,0
2012-11-09,d_651,2012_45,Friday,5,11,2012,,,,,0,0,0
2012-11-10,d_652,2012_45,Saturday,6,11,2012,,,,,0,0,0
2012-11-11,d_653,2012_45,Sunday,7,11,2012,,,,,0,0,0
2012-11-12,d_654,2012_46,Monday,1,11,2012,,,,,0,0,0
2012-11-13,d_655,2012_46,Tuesday,2,11,2012,,,,,0,0,0
2012-11-14,d_656,2012_46,Wednesday,3,11,2012,,,,,0,0,0
2012-11-15,d_657,2012_46,Thursday,4,11,2012,,,,,0,0,0
2012-11-16,d_658,2012_46,Friday,5,11,2012,,,,,0,0,0
2012-11-17,d_659,2012_46,Saturday,6,11,2012,,,,,0,0,0
2012-11-18,d_660,2012_46,Sunday,7,11,2012,,,,,0,0,0
2012-11-19,d_661,2012_47,Monday,1,11,2012,,,,,0,0,0
2012-11-20,d_662,2012_47,Tuesday,2,11,2012,,,,,0,0,0
2012-11-21,d_663,2012_47,Wednesday,3,11,2012,,,,,0,0,0
2012-11-22,d_664,2012_47,Thursday,4,11,2012,,,,,0,0,0
2012-11-23,d_665,2012_47,Friday,5,11,2012,,,,,0,0,0
2012-11-24,d_666,2012_47,Saturday,6,11,2012,,,,,0,0,0
2012-11-25,d_667,2012_47,Sunday,7,11,2012,,,,,0,0,0
2012-11-26,d_668,2012_48,Monday,1,11,2012,,,,,0,0,0
2012-11-27,d_669,2012_48,Tuesday,2,11,2012,,,,,0,0,0
2012-11-28,d_670,2012_48,Wednesday,3,11,2012,,,,,0,0,0
2012-11-29,d_671,2012_48,Thursday,4,11,2012,,,,,0,0,0
2012-11-30,d_672,2012_48,Friday,5,11,2012,,,,,0,0,0
2012-12-01,d_673,2012_48,Saturday,6,12,2012,,,,,0,0,0
2012-12-02,d_674,2012_48,Sunday,7,12,2012,,,,,0,0,0
2012-12-03,d_675,2012_49,Monday,1,12,2012,,,,,0,0,0
2012-12-04,d_676,2012_49,Tuesday,2,12,2012,,,,,0,0,0
2012-12-05,d_677,2012_49,Wednesday,3,12,2012,,,,,0,0,0
2012-12-06,d_678,2012_49,Thursday,4,12,2012,,,,,0,0,0
2012-12-07,d_679,2012_49,Friday,5,12,2012,,,,,0,0,0
2012-12-08,d_680,2012_49,Saturday,6,12,2012,,,,,0,0,0
2012-12-09,d_681,2012_49,Sunday,7,12,2012,,,,,0,0,0
2012-12-10,d_682,2012_50,Monday,1,12,2012,,,,,0,0,0
2012-12-11,d_683,2012_50,Tuesday,2,12,2012,,,,,0,0,0
2012-12-12,d_684,2012_50,Wednesday,3,12,2012,,,,,0,0,0
2012-12-13,d_685,2012_50,Thursday,4,12,2012,,,,,0,0,0
2012-12-14,d_686,2012_50,Friday,5,12,2012,,,,,0,0,0
2012-12-15,d_687,2012_50,Saturday,6,12,2012,,,,,0,0,0
2012-12-16,d_688,2012_50,Sunday,7,12,2012,,,,,0,0,0
2012-12-17,d_689,2012_51,Monday,1,12,2012,,,,,0,0,0
2012-12-18,d_690,2012_51,Tuesday,2,12,2012,,,,,0,0,0
2012-12-19,d_691,2012_51,Wednesday,3,12,2012,,,,,0,0,0
2012-12-20,d_692,2012_51,Thursday,4,12,2012,,,,,0,0,0
2012-12-21,d_693,2012_51,Friday,5,12,2012,,,,,0,0,0
2012-12-22,d_694,2012_51,Saturday,6,12,2012,,,,,0,0,0
2012-12-23,d_695,2012_51,Sunday,7,12,2012,,,,,0,0,0
2012-12-24,d_696,2012_52,Monday,1,12,2012,,,,,0,0,0
2012-12-25,d_697,2012_52,Tuesday,2,12,2012,,,,,0,0,0
2012-12-26,d_698,2012_52,Wednesday,3,12,2012,,,,,0,0,0
2012-12-27,d_699,2012_52,Thursday,4,12,2012,,,,,0,0,0
2012-12-28,d_700,2012_52,Friday,5,12,2012,,,,,0,0,0
2012-12-29,d_701,2012_52,Saturday,6,12,2012,,,,,0,0,0
2012-12-30,d_702,2012_52,Sunday,7,12,2012,,,,,0,0,0
2012-12-31,d_703,2012_01,Monday,1,12,2012,,,,,0,0,0
2013-01-01,d_704,2013_01,Tuesday,2,1,2013,,,,,0,0,0
2013-01-02,d_705,2013_01,Wednesday,3,1,2013,,,,,0,0,0
2013-01-03,d_706,2013_01,Thursday,4,1,2013,,,,,0,0,0
2013-01-04,d_707,2013_01,Friday,5,1,2013,,,,,0,0,0
2013-01-05,d_708,2013_01,Saturday,6,1,2013,,,,,0,0,0
2013-01-06,d_709,2013_01,Sunday,7,1,2013,,,,,0,0,0
2013-01-07,d_710,2013_02,Monday,1,1,2013,,,,,0,0,0
2013-01-08,d_711,2013_02,Tuesday,2,1,2013,,,,,0,0,0
2013-01-09,d_712,2013_02,Wednesday,3,1,2013,,,,,0,0,0
2013-01-10,d_713,2013_02,Thursday,4,1,2013,,,,,0,0,0
2013-01-11,d_714,2013_02,Friday,5,1,2013,,,,,0,0,0
2013-01-12,d_715,2013_02,Saturday,6,1,2013,,,,,0,0,0
2013-01-13,d_716,2013_02,Sunday,7,1,2013,,,,,0,0,0
2013-01-14,d_717,2013_03,Monday,1,1,2013,,,,,0,0,0
2013-01-15,d_718,2013_03,Tuesday,2,1,2013,,,,,0,0,0
2013-01-16,d_719,2013_03,Wednesday,3,1,2013,,,,,0,0,0
2013-01-17,d_720,2013_03,Thursday,4,1,2013,,,,,0,0,0
2013-01-18,d_721,2013_03,Friday,5,1,2013,,,,,0,0,0
2013-01-19,d_722,2013_03,Saturday,6,1,2013,,,,,0,0,0
2013-01-20,d_723,2013_03,Sunday,7,1,2013,,,,,0,0,0
2013-01-21,d_724,2013_04,Monday,1,1,2013,,,,,0,0,0
2013-01-22,d_725,2013_04,Tuesday,2,1,2013,,,,,0,0,0
2013-01-23,d_726,2013_04,Wednesday,3,1,2013,,,,,0,0,0
2013-01-24,d_727,2013_04,Thursday,4,1,2013,,,,,0,0,0
2013-01-25,d_728,2013_04,Friday,5,1,2013,,,,,0,0,0
2013-01-26,d_729,2013_04,Saturday,6,1,2013,,,,,0,0,0
2013-01-27,d_730,2013_04,Sunday,7,1,2013,,,,,0,0,0
